"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
9572,0,0.244485,10000978,406,10000102,99999,0.244485,10,99999,10000000,9573,10000978,10000102,406,99999,0.244485,10,99999,10000000,1.46691,1.46691,1.46691,1.46691,0,9572,0.0000,0.0000,0.0000,1.46691,1.46691,1.46691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.46691,1.46691,1.46691,0.0000,0.0000,0.0000,0.0000,0.0000
9574,0,0.291027,10000979,407,10000102,99999,0.291027,10,99999,10000000,9575,10000979,10000102,407,99999,0.291027,10,99999,10000000,1.74616,1.74616,1.74616,1.74616,0,9574,0.0000,0.0000,0.0000,1.74616,1.74616,1.74616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.74616,1.74616,1.74616,0.0000,0.0000,0.0000,0.0000,0.0000
9576,0,0.293558,10000980,460,10000102,99999,0.293558,10,99999,10000000,9577,10000980,10000102,460,99999,0.293558,10,99999,10000000,1.76135,1.76135,1.76135,1.76135,0,9576,0.0000,0.0000,0.0000,1.76135,1.76135,1.76135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.76135,1.76135,1.76135,0.0000,0.0000,0.0000,0.0000,0.0000
9578,0,0.308814,10000981,461,10000102,99999,0.308814,10,99999,10000000,9579,10000981,10000102,461,99999,0.308814,10,99999,10000000,1.85288,1.85288,1.85288,1.85288,0,9578,0.0000,0.0000,0.0000,1.85288,1.85288,1.85288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.85288,1.85288,1.85288,0.0000,0.0000,0.0000,0.0000,0.0000
9580,0,0.597748,10000982,502,10000102,99999,0.597748,10,99999,10000000,9581,10000982,10000102,502,99999,0.597748,10,99999,10000000,3.58649,3.58649,3.58649,3.58649,0,9580,0.0000,0.0000,0.0000,3.58649,3.58649,3.58649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.58649,3.58649,3.58649,0.0000,0.0000,0.0000,0.0000,0.0000
9582,0,0.38526,10000983,751,10000102,99999,0.38526,10,99999,10000000,9583,10000983,10000102,751,99999,0.38526,10,99999,10000000,2.31156,2.31156,2.31156,2.31156,0,9582,0.0000,0.0000,0.0000,2.31156,2.31156,2.31156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.31156,2.31156,2.31156,0.0000,0.0000,0.0000,0.0000,0.0000
9584,0,0.266779,10000984,1115,10000102,99999,0.266779,10,99999,10000000,9585,10000984,10000102,1115,99999,0.266779,10,99999,10000000,1.60067,1.60067,1.60067,1.60067,0,9584,0.0000,0.0000,0.0000,1.60067,1.60067,1.60067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.60067,1.60067,1.60067,0.0000,0.0000,0.0000,0.0000,0.0000
9586,0,0.261731,10000985,1116,10000102,99999,0.261731,10,99999,10000000,9587,10000985,10000102,1116,99999,0.261731,10,99999,10000000,1.57039,1.57039,1.57039,1.57039,0,9586,0.0000,0.0000,0.0000,1.57039,1.57039,1.57039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.57039,1.57039,1.57039,0.0000,0.0000,0.0000,0.0000,0.0000
9588,0,0.443584,10000986,1202,10000102,99999,0.443584,10,99999,10000000,9589,10000986,10000102,1202,99999,0.443584,10,99999,10000000,2.6615,2.6615,2.6615,2.6615,0,9588,0.0000,0.0000,0.0000,2.6615,2.6615,2.6615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.6615,2.6615,2.6615,0.0000,0.0000,0.0000,0.0000,0.0000
9590,0,0.339197,10000987,1266,10000102,99999,0.339197,10,99999,10000000,9591,10000987,10000102,1266,99999,0.339197,10,99999,10000000,2.03518,2.03518,2.03518,2.03518,0,9590,0.0000,0.0000,0.0000,2.03518,2.03518,2.03518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.03518,2.03518,2.03518,0.0000,0.0000,0.0000,0.0000,0.0000
9592,0,0.227618,10000988,1306,10000102,99999,0.227618,10,99999,10000000,9593,10000988,10000102,1306,99999,0.227618,10,99999,10000000,1.36571,1.36571,1.36571,1.36571,0,9592,0.0000,0.0000,0.0000,1.36571,1.36571,1.36571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.36571,1.36571,1.36571,0.0000,0.0000,0.0000,0.0000,0.0000
9594,0,0.374844,10000989,1824,10000102,99999,0.374844,10,99999,10000000,9595,10000989,10000102,1824,99999,0.374844,10,99999,10000000,2.24906,2.24906,2.24906,2.24906,0,9594,0.0000,0.0000,0.0000,2.24906,2.24906,2.24906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.24906,2.24906,2.24906,0.0000,0.0000,0.0000,0.0000,0.0000
9596,0,0.357731,10000990,1825,10000102,99999,0.357731,10,99999,10000000,9597,10000990,10000102,1825,99999,0.357731,10,99999,10000000,2.14639,2.14639,2.14639,2.14639,0,9596,0.0000,0.0000,0.0000,2.14639,2.14639,2.14639,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.14639,2.14639,2.14639,0.0000,0.0000,0.0000,0.0000,0.0000
9598,0,0.395997,10000991,2229,10000102,99999,0.395997,10,99999,10000000,9599,10000991,10000102,2229,99999,0.395997,10,99999,10000000,2.37598,2.37598,2.37598,2.37598,0,9598,0.0000,0.0000,0.0000,2.37598,2.37598,2.37598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.37598,2.37598,2.37598,0.0000,0.0000,0.0000,0.0000,0.0000
9600,0,0.415954,10000992,2277,10000102,99999,0.415954,10,99999,10000000,9601,10000992,10000102,2277,99999,0.415954,10,99999,10000000,2.49572,2.49572,2.49572,2.49572,0,9600,0.0000,0.0000,0.0000,2.49572,2.49572,2.49572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.49572,2.49572,2.49572,0.0000,0.0000,0.0000,0.0000,0.0000
9602,0,0.431078,10000993,2278,10000102,99999,0.431078,10,99999,10000000,9603,10000993,10000102,2278,99999,0.431078,10,99999,10000000,2.58647,2.58647,2.58647,2.58647,0,9602,0.0000,0.0000,0.0000,2.58647,2.58647,2.58647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.58647,2.58647,2.58647,0.0000,0.0000,0.0000,0.0000,0.0000
9604,0,0.341832,10000994,2297,10000102,99999,0.341832,10,99999,10000000,9605,10000994,10000102,2297,99999,0.341832,10,99999,10000000,2.05099,2.05099,2.05099,2.05099,0,9604,0.0000,0.0000,0.0000,2.05099,2.05099,2.05099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.05099,2.05099,2.05099,0.0000,0.0000,0.0000,0.0000,0.0000
9606,0,0.321185,10000995,2298,10000102,99999,0.321185,10,99999,10000000,9607,10000995,10000102,2298,99999,0.321185,10,99999,10000000,1.92711,1.92711,1.92711,1.92711,0,9606,0.0000,0.0000,0.0000,1.92711,1.92711,1.92711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.92711,1.92711,1.92711,0.0000,0.0000,0.0000,0.0000,0.0000
9608,0,0.492251,10000996,2319,10000102,99999,0.492251,10,99999,10000000,9609,10000996,10000102,2319,99999,0.492251,10,99999,10000000,2.95351,2.95351,2.95351,2.95351,0,9608,0.0000,0.0000,0.0000,2.95351,2.95351,2.95351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.95351,2.95351,2.95351,0.0000,0.0000,0.0000,0.0000,0.0000
9610,0,0.484202,10000997,2320,10000102,99999,0.484202,10,99999,10000000,9611,10000997,10000102,2320,99999,0.484202,10,99999,10000000,2.90521,2.90521,2.90521,2.90521,0,9610,0.0000,0.0000,0.0000,2.90521,2.90521,2.90521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.90521,2.90521,2.90521,0.0000,0.0000,0.0000,0.0000,0.0000
9612,0,0.278621,10000998,2367,10000102,99999,0.278621,10,99999,10000000,9613,10000998,10000102,2367,99999,0.278621,10,99999,10000000,1.67173,1.67173,1.67173,1.67173,0,9612,0.0000,0.0000,0.0000,1.67173,1.67173,1.67173,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.67173,1.67173,1.67173,0.0000,0.0000,0.0000,0.0000,0.0000
9614,0,0.286088,10000999,2368,10000102,99999,0.286088,10,99999,10000000,9615,10000999,10000102,2368,99999,0.286088,10,99999,10000000,1.71653,1.71653,1.71653,1.71653,0,9614,0.0000,15.6000,15.6000,1.71653,1.71653,1.71653,0.0000,0.000156002,0.000156002,0.0000,4.46297,4.46297,0.0000,0.446297,0.446297,10,10,1.71653,1.71653,1.71653,0.0000,15.6000,0.0000,15.6000,15.6000
9616,0,0.262742,10001000,2434,10000102,99999,0.262742,10,99999,10000000,9617,10001000,10000102,2434,99999,0.262742,10,99999,10000000,1.57645,1.57645,1.57645,1.57645,0,9616,0.0000,0.0000,0.0000,1.57645,1.57645,1.57645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.57645,1.57645,1.57645,0.0000,0.0000,0.0000,0.0000,0.0000
9618,0,0.436204,10001001,2671,10000102,99999,0.436204,10,99999,10000000,9619,10001001,10000102,2671,99999,0.436204,10,99999,10000000,2.61722,2.61722,2.61722,2.61722,0,9618,0.0000,0.0000,0.0000,2.61722,2.61722,2.61722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.61722,2.61722,2.61722,0.0000,0.0000,0.0000,0.0000,0.0000
9620,0,0.374349,10001002,2673,10000102,99999,0.374349,10,99999,10000000,9621,10001002,10000102,2673,99999,0.374349,10,99999,10000000,2.24609,2.24609,2.24609,2.24609,0,9620,0.0000,0.0000,0.0000,2.24609,2.24609,2.24609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.24609,2.24609,2.24609,0.0000,0.0000,0.0000,0.0000,0.0000
9622,0,0.376382,10001003,2675,10000102,99999,0.376382,10,99999,10000000,9623,10001003,10000102,2675,99999,0.376382,10,99999,10000000,2.25829,2.25829,2.25829,2.25829,0,9622,0.0000,0.0000,0.0000,2.25829,2.25829,2.25829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.25829,2.25829,2.25829,0.0000,0.0000,0.0000,0.0000,0.0000
9624,0,0.506467,10001004,2723,10000102,99999,0.506467,10,99999,10000000,9625,10001004,10000102,2723,99999,0.506467,10,99999,10000000,3.0388,3.0388,3.0388,3.0388,0,9624,0.0000,0.0000,0.0000,3.0388,3.0388,3.0388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.0388,3.0388,3.0388,0.0000,0.0000,0.0000,0.0000,0.0000
9626,0,0.475935,10001005,2724,10000102,99999,0.475935,10,99999,10000000,9627,10001005,10000102,2724,99999,0.475935,10,99999,10000000,2.85561,2.85561,2.85561,2.85561,0,9626,0.0000,0.0000,0.0000,2.85561,2.85561,2.85561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.85561,2.85561,2.85561,0.0000,0.0000,0.0000,0.0000,0.0000
9628,0,0.487383,10001006,2725,10000102,99999,0.487383,10,99999,10000000,9629,10001006,10000102,2725,99999,0.487383,10,99999,10000000,2.9243,2.9243,2.9243,2.9243,0,9628,0.0000,0.0000,0.0000,2.9243,2.9243,2.9243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.9243,2.9243,2.9243,0.0000,0.0000,0.0000,0.0000,0.0000
9630,0,0.501652,10001007,3061,10000102,99999,0.501652,10,99999,10000000,9631,10001007,10000102,3061,99999,0.501652,10,99999,10000000,3.00991,3.00991,3.00991,3.00991,0,9630,0.0000,0.0000,0.0000,3.00991,3.00991,3.00991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.00991,3.00991,3.00991,0.0000,0.0000,0.0000,0.0000,0.0000
9632,0,0.179675,10001008,3069,10000102,99999,0.179675,10,99999,10000000,9633,10001008,10000102,3069,99999,0.179675,10,99999,10000000,1.07805,1.07805,1.07805,1.07805,0,9632,0.0000,0.0000,0.0000,1.07805,1.07805,1.07805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.07805,1.07805,1.07805,0.0000,0.0000,0.0000,0.0000,0.0000
9634,0,0.12815,10001009,3070,10000102,99999,0.12815,10,99999,10000000,9635,10001009,10000102,3070,99999,0.12815,10,99999,10000000,0.7689,0.7689,0.7689,0.7689,0,9634,0.0000,0.0000,0.0000,0.7689,0.7689,0.7689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,0.7689,0.7689,0.7689,0.0000,0.0000,0.0000,0.0000,0.0000
9636,0,0.0393891,10001010,3071,10000102,99999,0.039389,10,99999,10000000,9637,10001010,10000102,3071,99999,0.039389,10,99999,10000000,0.236334,0.236334,0.236334,0.236334,0,9636,46.8000,52.0061,98.8061,0.236334,0.236334,0.236334,0.000468005,0.000520067,0.000520067,1.84341,2.04847,3.89187,0.184341,0.204847,0.389188,10,10,0.236334,0.236334,0.236334,46.8000,52.0061,46.8000,52.0061,98.8061
9638,0,0.226226,10001011,3072,10000102,99999,0.226226,10,99999,10000000,9639,10001011,10000102,3072,99999,0.226226,10,99999,10000000,1.35736,1.35736,1.35736,1.35736,0,9638,0.0000,0.0000,0.0000,1.35736,1.35736,1.35736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.35736,1.35736,1.35736,0.0000,0.0000,0.0000,0.0000,0.0000
9640,0,0.0813421,10001012,3073,10000102,99999,0.081342,10,99999,10000000,9641,10001012,10000102,3073,99999,0.081342,10,99999,10000000,0.488052,0.488052,0.488052,0.488057,0,9640,0.0000,463.9939,463.9939,0.488052,0.488057,0.488057,0.0000,0.00463999,0.00463999,0.0000,37.7422,37.7422,0.0000,3.77425,3.77425,10,9.9999,0.488052,0.488057,0.488057,0.0000,463.9939,0.0000,463.9939,463.9939
9642,0,0.287216,10001013,3074,10000102,99999,0.287216,10,99999,10000000,9643,10001013,10000102,3074,99999,0.287216,10,99999,10000000,1.7233,1.7233,1.7233,1.7233,0,9642,0.0000,0.0000,0.0000,1.7233,1.7233,1.7233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.7233,1.7233,1.7233,0.0000,0.0000,0.0000,0.0000,0.0000
9644,0,0.376385,10001014,3126,10000102,99999,0.376385,10,99999,10000000,9645,10001014,10000102,3126,99999,0.376385,10,99999,10000000,2.25831,2.25831,2.25831,2.25831,0,9644,0.0000,0.0000,0.0000,2.25831,2.25831,2.25831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.25831,2.25831,2.25831,0.0000,0.0000,0.0000,0.0000,0.0000
9646,0,0.36771,10001015,3353,10000102,99999,0.36771,10,99999,10000000,9647,10001015,10000102,3353,99999,0.36771,10,99999,10000000,2.20626,2.20626,2.20626,2.20626,0,9646,0.0000,0.0000,0.0000,2.20626,2.20626,2.20626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.20626,2.20626,2.20626,0.0000,0.0000,0.0000,0.0000,0.0000
9648,0,0.330951,10001016,3488,10000102,99999,0.330951,10,99999,10000000,9649,10001016,10000102,3488,99999,0.330951,10,99999,10000000,1.98571,1.98571,1.98571,1.98571,0,9648,0.0000,0.0000,0.0000,1.98571,1.98571,1.98571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,1.98571,1.98571,1.98571,0.0000,0.0000,0.0000,0.0000,0.0000
9650,0,0.352688,10001017,3489,10000102,99999,0.352688,10,99999,10000000,9651,10001017,10000102,3489,99999,0.352688,10,99999,10000000,2.11613,2.11613,2.11613,2.11613,0,9650,0.0000,0.0000,0.0000,2.11613,2.11613,2.11613,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.11613,2.11613,2.11613,0.0000,0.0000,0.0000,0.0000,0.0000
9652,0,0.232701,10001018,3490,10000102,99999,0.232701,10,99999,10000000,9653,10001018,10000102,3490,99999,0.232701,10,99999,10000000,1.39621,1.39621,1.39621,1.39621,0,9652,12.0000,0.0000,12.0000,1.39621,1.39621,1.39621,0.000120001,0.0000,0.000120001,2.79241,0.0000,2.79241,0.279241,0.0000,0.279241,10,10,1.39621,1.39621,1.39621,12.0000,0.0000,12.0000,0.0000,12.0000
9654,0,0.131023,10001019,3492,10000102,99999,0.131023,10,99999,10000000,9655,10001019,10000102,3492,99999,0.131023,10,99999,10000000,0.786138,0.786138,0.786138,0.786138,0,9654,0.0000,0.0000,0.0000,0.786138,0.786138,0.786138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,0.786138,0.786138,0.786138,0.0000,0.0000,0.0000,0.0000,0.0000
9656,0,0.604897,10001020,3737,10000102,99999,0.604897,10,99999,10000000,9657,10001020,10000102,3737,99999,0.604897,10,99999,10000000,3.62938,3.62938,3.62938,3.62938,0,9656,0.0000,0.0000,0.0000,3.62938,3.62938,3.62938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.62938,3.62938,3.62938,0.0000,0.0000,0.0000,0.0000,0.0000
9658,0,0.0852983,10001021,3877,10000102,99999,0.085298,10,99999,10000000,9659,10001021,10000102,3877,99999,0.085298,10,99999,10000000,0.511788,0.511791,0.511788,0.511788,0,9658,349.8000,0.0000,349.8000,0.511791,0.511788,0.511791,0.00349803,0.0000,0.00349803,29.8372,0.0000,29.8372,2.98374,0.0000,2.98374,9.99994,10,0.511791,0.511788,0.511791,349.8000,0.0000,349.8000,0.0000,349.8000
9660,0,0.0473632,10001022,3878,10000102,99999,0.047363,10,99999,10000000,9661,10001022,10000102,3878,99999,0.047363,10,99999,10000000,0.284178,0.284178,0.284178,0.284178,0,9660,0.0000,4.8,4.8,0.284178,0.284178,0.284178,0.0000,4.80005e-05,4.80005e-05,0.0000,0.227342,0.227342,0.0000,0.0227342,0.0227342,10.0000,10.0000,0.284178,0.284178,0.284178,0.0000,4.8,0.0000,4.8,4.8
9662,0,0.63544,10001023,100,10000096,99999,0.63544,10,99999,10000000,9663,10001023,10000096,100,99999,0.63544,10,99999,10000000,3.81264,3.81264,3.81264,3.81264,0,9662,0.0000,0.0000,0.0000,3.81264,3.81264,3.81264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.81264,3.81264,3.81264,0.0000,0.0000,0.0000,0.0000,0.0000
9664,0,0.526941,10001024,280,10000096,99999,0.526941,10,99999,10000000,9665,10001024,10000096,280,99999,0.526941,10,99999,10000000,3.16165,3.16165,3.16165,3.16165,0,9664,0.0000,0.0000,0.0000,3.16165,3.16165,3.16165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.16165,3.16165,3.16165,0.0000,0.0000,0.0000,0.0000,0.0000
9666,0,0.622974,10001025,281,10000096,99999,0.622974,10,99999,10000000,9667,10001025,10000096,281,99999,0.622974,10,99999,10000000,3.73784,3.73784,3.73784,3.73784,0,9666,0.0000,0.0000,0.0000,3.73784,3.73784,3.73784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.73784,3.73784,3.73784,0.0000,0.0000,0.0000,0.0000,0.0000
9668,0,0.43447,10001026,282,10000096,99999,0.43447,10,99999,10000000,9669,10001026,10000096,282,99999,0.43447,10,99999,10000000,2.60682,2.60682,2.60682,2.60682,0,9668,0.0000,0.0000,0.0000,2.60682,2.60682,2.60682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.60682,2.60682,2.60682,0.0000,0.0000,0.0000,0.0000,0.0000
9670,0,0.751992,10001027,370,10000096,99999,0.751992,10,99999,10000000,9671,10001027,10000096,370,99999,0.751992,10,99999,10000000,4.51195,4.51195,4.51195,4.51195,0,9670,0.0000,0.0000,0.0000,4.51195,4.51195,4.51195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.51195,4.51195,4.51195,0.0000,0.0000,0.0000,0.0000,0.0000
9672,0,0.577143,10001028,632,10000096,99999,0.577143,10,99999,10000000,9673,10001028,10000096,632,99999,0.577143,10,99999,10000000,3.46286,3.46286,3.46286,3.46286,0,9672,0.0000,0.0000,0.0000,3.46286,3.46286,3.46286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,3.46286,3.46286,3.46286,0.0000,0.0000,0.0000,0.0000,0.0000
9674,0,0.58,10001029,633,10000096,99999,0.58,10,99999,10000000,9675,10001029,10000096,633,99999,0.58,10,99999,10000000,3.48,3.48,3.48,3.48,0,9674,0.0000,0.0000,0.0000,3.48,3.48,3.48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.48,3.48,3.48,0.0000,0.0000,0.0000,0.0000,0.0000
9676,0,0.371675,10001030,1340,10000096,99999,0.371675,10,99999,10000000,9677,10001030,10000096,1340,99999,0.371675,10,99999,10000000,2.23005,2.23005,2.23005,2.23005,0,9676,0.0000,0.0000,0.0000,2.23005,2.23005,2.23005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,2.23005,2.23005,2.23005,0.0000,0.0000,0.0000,0.0000,0.0000
9678,0,0.331128,10001031,1341,10000096,99999,0.331128,10,99999,10000000,9679,10001031,10000096,1341,99999,0.331128,10,99999,10000000,1.98677,1.98677,1.98677,1.98677,0,9678,23.4000,23.4000,46.8000,1.98677,1.98677,1.98677,0.000234002,0.000234002,0.000234002,7.7484,7.7484,15.4968,0.77484,0.77484,1.54968,10,10,1.98677,1.98677,1.98677,23.4000,23.4000,23.4000,23.4000,46.8000
9680,0,0.287179,10001032,1342,10000096,99999,0.287179,10,99999,10000000,9681,10001032,10000096,1342,99999,0.287179,10,99999,10000000,1.72307,1.72307,1.72307,1.72307,0,9680,0.0000,0.0000,0.0000,1.72307,1.72307,1.72307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.72307,1.72307,1.72307,0.0000,0.0000,0.0000,0.0000,0.0000
9682,0,0.485437,10001033,1343,10000096,99999,0.485437,10,99999,10000000,9683,10001033,10000096,1343,99999,0.485437,10,99999,10000000,2.91262,2.91262,2.91262,2.91262,0,9682,0.0000,0.0000,0.0000,2.91262,2.91262,2.91262,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,2.91262,2.91262,2.91262,0.0000,0.0000,0.0000,0.0000,0.0000
9684,0,0.706301,10001034,1479,10000096,99999,0.706301,10,99999,10000000,9685,10001034,10000096,1479,99999,0.706301,10,99999,10000000,4.23781,4.23781,4.23781,4.23781,0,9684,0.0000,0.0000,0.0000,4.23781,4.23781,4.23781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.23781,4.23781,4.23781,0.0000,0.0000,0.0000,0.0000,0.0000
9686,0,0.671209,10001035,1480,10000096,99999,0.671209,10,99999,10000000,9687,10001035,10000096,1480,99999,0.671209,10,99999,10000000,4.02725,4.02725,4.02725,4.02725,0,9686,0.0000,0.0000,0.0000,4.02725,4.02725,4.02725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,4.02725,4.02725,4.02725,0.0000,0.0000,0.0000,0.0000,0.0000
9688,0,0.769599,10001036,1481,10000096,99999,0.769599,10,99999,10000000,9689,10001036,10000096,1481,99999,0.769599,10,99999,10000000,4.61759,4.61759,4.61759,4.61759,0,9688,0.0000,0.0000,0.0000,4.61759,4.61759,4.61759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.0000,10.0000,4.61759,4.61759,4.61759,0.0000,0.0000,0.0000,0.0000,0.0000
9690,0,0.545962,10001037,1572,10000096,99999,0.545962,10,99999,10000000,9691,10001037,10000096,1572,99999,0.545962,10,99999,10000000,3.27577,3.27577,3.27577,3.27577,0,9690,0.0000,0.0000,0.0000,3.27577,3.27577,3.27577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,3.27577,3.27577,3.27577,0.0000,0.0000,0.0000,0.0000,0.0000
9692,0,0.176564,10001038,1629,10000096,99999,0.176564,10,99999,10000000,9693,10001038,10000096,1629,99999,0.176564,10,99999,10000000,1.05938,1.05938,1.05938,1.05938,0,9692,33.0000,17.4000,50.4000,1.05938,1.05938,1.05938,0.000330003,0.000174002,0.000330003,5.82661,3.07221,8.89883,0.582661,0.307221,0.889883,10,10,1.05938,1.05938,1.05938,33.0000,17.4000,33.0000,17.4000,50.4000
9694,0,0.216448,10001039,1630,10000096,99999,0.216448,10,99999,10000000,9695,10001039,10000096,1630,99999,0.216448,10,99999,10000000,1.29869,1.29869,1.29869,1.29869,0,9694,0.0000,0.0000,0.0000,1.29869,1.29869,1.29869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10,10,1.29869,1.29869,1.29869,0.0000,0.0000,0.0000,0.0000,0.0000
9696,0,0.188756,10001040,1631,10000096,99999,0.188756,10,99999,10000000,9697,10001040,10000096,1631,99999,0.188756,10,99999,10000000,1.13254,1.13254,1.13254,1.13255,0,9696,64.2000,460.8000,525.0000,1.13254,1.13255,1.13255,0.000642006,0.00460805,0.00460805,12.1181,86.9788,99.0969,1.21181,8.69796,9.90977,10,9.99991,1.13254,1.13255,1.13255,64.2000,460.8000,64.2000,460.8000,525.0000
