"ID","Dir","Length","AB_Link_ID","AB_From_Node_","AB_To_Node_ID","AB_Capacity","AB_Length","AB_Free_Speed","AB_Lanes","AB_Link_Type","BA_DB_ID","BA_Link_ID","BA_From_Node_","BA_To_Node_ID","BA_Capacity","BA_Length","BA_Free_Speed","BA_Lanes","BA_Link_Type","AB_Free_Time","AB_UE_Time","BA_Free_Time","BA_UE_Time","direction","ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
4713,1,0.139102,6905,2308,2528,6600,0.139102,90,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.0927347,0.0935274,,,1,4713,438.0000,,438.0000,0.0935274,,0.0935274,0.0663636,,0.0663636,60.9267,,60.9267,0.68275,,0.68275,89.2372,,0.0935274,,0.0935274,438.0000,,438.0000,,438.0000
4714,0,0.116609,6906,2677,1917,1400,0.116609,40,1,5,4715,6907,1917,2677,1400,0.116609,40,1,5,0.174913,0.174913,0.174913,0.178932,0,4714,0.0000,179.5989,179.5989,0.174913,0.178932,0.178932,0.0000,0.128285,0.128285,0.0000,20.9428,20.9428,0.0000,0.5356,0.5356,40.0000,39.1017,0.174913,0.178932,0.178932,0.0000,179.5989,0.0000,179.5989,179.5989
4716,0,0.411369,6908,2677,2678,1400,0.411369,40,1,5,4717,6909,2678,2677,1400,0.411369,40,1,5,0.617053,0.63123,0.617053,0.617054,0,4716,179.5989,0.0000,179.5989,0.63123,0.617054,0.63123,0.128285,0.0000,0.128285,73.8814,0.0000,73.8814,1.88947,0.0000,1.88947,39.1017,40.0000,0.63123,0.617054,0.63123,179.5989,0.0000,179.5989,0.0000,179.5989
4718,0,0.0575796,6910,464,2679,1400,0.05758,40,1,5,4719,6911,2679,464,1400,0.05758,40,1,5,0.08637,0.0903741,0.08637,0.0937415,0,4718,286.8000,430.8000,717.6000,0.0903741,0.0937415,0.0937415,0.204857,0.307714,0.307714,16.5139,24.8055,41.3194,0.431988,0.673064,1.10505,38.2277,36.8546,0.0903741,0.0937415,0.0937415,286.8000,430.8000,286.8000,430.8000,717.6000
4720,0,0.210404,6914,464,2098,1400,0.210404,40,1,5,4721,6915,2098,464,1400,0.210404,40,1,5,0.315606,0.471149,0.315606,0.331969,0,4720,1386.6000,309.0000,1695.6000,0.471149,0.331969,0.471149,0.990429,0.220714,0.990429,291.7462,65.0148,356.7610,10.8882,1.70964,12.5979,26.7946,38.0284,0.471149,0.331969,0.471149,1386.6000,309.0000,1386.6000,309.0000,1695.6000
4722,0,0.627126,6918,2679,2680,1400,0.627126,40,1,5,4723,6919,2680,2679,1400,0.627126,40,1,5,0.940689,0.9843,0.940689,1.02097,0,4722,286.8000,430.8000,717.6000,0.9843,1.02097,1.02097,0.204857,0.307714,0.307714,179.8597,270.1659,450.0256,4.70495,7.3306,12.0356,38.2277,36.8545,0.9843,1.02097,1.02097,286.8000,430.8000,286.8000,430.8000,717.6000
4724,0,0.120866,6920,2681,2682,1400,0.120866,40,1,5,4725,6921,2682,2681,1400,0.120866,40,1,5,0.181299,0.181299,0.181299,0.181299,0,4724,0.0000,0.0000,0.0000,0.181299,0.181299,0.181299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.181299,0.181299,0.181299,0.0000,0.0000,0.0000,0.0000,0.0000
4726,0,0.0839875,6922,2682,1371,1400,0.083987,40,1,5,4727,6923,1371,2682,1400,0.083987,40,1,5,0.12598,0.125996,0.12598,0.126539,0,4726,5.4,60.0000,65.4000,0.125996,0.126539,0.126539,0.00385714,0.0428571,0.0428571,0.45353,5.03922,5.49275,0.0113396,0.126539,0.137879,39.9952,39.8233,0.125996,0.126539,0.126539,5.4,60.0000,5.4,60.0000,65.4000
4728,0,0.102109,6930,1370,2683,1400,0.102109,40,1,5,4729,6931,2683,1370,1400,0.102109,40,1,5,0.153164,0.153176,0.153164,0.153561,0,4728,4.2,42.0000,46.2000,0.153176,0.153561,0.153561,0.003,0.03,0.03,0.428858,4.28858,4.71744,0.0107223,0.107493,0.118215,39.9967,39.8963,0.153176,0.153561,0.153561,4.2,42.0000,4.2,42.0000,46.2000
4730,0,0.118027,6936,2683,1694,1400,0.118027,40,1,5,4731,6937,1694,2683,1400,0.118027,40,1,5,0.177041,0.177436,0.177041,0.177791,0,4730,37.9546,58.2000,96.1546,0.177436,0.177791,0.177791,0.0271104,0.0415714,0.0415714,4.47966,6.86917,11.3488,0.112241,0.172457,0.284699,39.9109,39.8312,0.177436,0.177791,0.177791,37.9546,58.2000,37.9546,58.2000,96.1546
4732,0,0.132016,6938,1694,66,1400,0.132016,40,1,4,4733,6939,66,1694,1400,0.132016,40,1,4,0.198024,0.198024,0.198024,0.198024,0,4732,0.0000,0.0000,0.0000,0.198024,0.198024,0.198024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.198024,0.198024,0.198024,0.0000,0.0000,0.0000,0.0000,0.0000
4734,0,0.114112,6948,1738,2684,1400,0.114112,40,1,4,4735,6949,2684,1738,1400,0.114112,40,1,4,0.171168,0.171182,0.171168,0.171651,0,4734,4.2,44.4000,48.6000,0.171182,0.171651,0.171651,0.003,0.0317143,0.0317143,0.47927,5.06657,5.54584,0.0119827,0.127022,0.139005,39.9967,39.8874,0.171182,0.171651,0.171651,4.2,44.4000,4.2,44.4000,48.6000
4736,0,0.158484,6952,2684,2685,1400,0.158484,40,1,4,4737,6953,2685,2684,1400,0.158484,40,1,4,0.237726,0.237746,0.237726,0.238397,0,4736,4.2,44.4000,48.6000,0.237746,0.238397,0.238397,0.003,0.0317143,0.0317143,0.665633,7.03669,7.70232,0.0166422,0.176414,0.193056,39.9967,39.8874,0.237746,0.238397,0.238397,4.2,44.4000,4.2,44.4000,48.6000
4738,0,0.118857,6954,2685,2686,1400,0.118857,40,1,4,4739,6955,2686,2685,1400,0.118857,40,1,4,0.178286,0.1783,0.178286,0.178789,0,4738,4.2,44.4000,48.6000,0.1783,0.178789,0.178789,0.003,0.0317143,0.0317143,0.499199,5.27725,5.77645,0.012481,0.132304,0.144785,39.9967,39.8874,0.1783,0.178789,0.178789,4.2,44.4000,4.2,44.4000,48.6000
4740,0,0.121587,6960,2686,2687,1400,0.121587,40,1,4,4741,6961,2687,2686,1400,0.121587,40,1,4,0.182381,0.182395,0.182381,0.182896,0,4740,4.2,44.4000,48.6000,0.182395,0.182896,0.182896,0.003,0.0317143,0.0317143,0.510665,5.39846,5.90913,0.0127677,0.135343,0.14811,39.9967,39.8874,0.182395,0.182896,0.182896,4.2,44.4000,4.2,44.4000,48.6000
4742,0,0.137784,6964,2687,2688,1400,0.137784,40,1,4,4743,6965,2688,2687,1400,0.137784,40,1,4,0.206676,0.206676,0.206676,0.20702,0,4742,0.0000,31.2000,31.2000,0.206676,0.20702,0.20702,0.0000,0.0222857,0.0222857,0.0000,4.29886,4.29886,0.0000,0.10765,0.10765,40.0000,39.9336,0.206676,0.20702,0.20702,0.0000,31.2000,0.0000,31.2000,31.2000
4744,0,0.166882,6968,2688,758,1400,0.166882,40,1,4,4745,6969,758,2688,1400,0.166882,40,1,4,0.250323,0.250358,0.250323,0.250739,0,4744,6,31.2000,37.2000,0.250358,0.250739,0.250739,0.00428571,0.0222857,0.0222857,1.00129,5.20672,6.20801,0.0250358,0.130384,0.15542,39.9944,39.9336,0.250358,0.250739,0.250739,6,31.2000,6,31.2000,37.2000
4746,1,0.0324116,6974,759,1630,1400,0.032412,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.048618,0.0486248,,,1,4746,6,,6,0.0486248,,0.0486248,0.00428571,,0.00428571,0.194472,,0.194472,0.00486248,,0.00486248,39.9944,,0.0486248,,0.0486248,6,,6,,6
4747,1,0.279423,6977,770,1627,6600,0.279423,90,3,2,,-1,-1,-1,-1,,-1,-1,-1,0.186282,0.186556,,,1,4747,135.6000,,135.6000,0.186556,,0.186556,0.0205455,,0.0205455,37.8898,,37.8898,0.421617,,0.421617,89.8677,,0.186556,,0.186556,135.6000,,135.6000,,135.6000
4748,0,0.186584,6978,190,2689,1400,0.186584,40,1,5,4749,6979,2689,190,1400,0.186584,40,1,5,0.279876,0.279876,0.279876,0.279876,0,4748,0.0000,0.0000,0.0000,0.279876,0.279876,0.279876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.279876,0.279876,0.279876,0.0000,0.0000,0.0000,0.0000,0.0000
4750,0,0.117955,6984,1436,2690,1400,0.117955,40,1,5,4751,6985,2690,1436,1400,0.117955,40,1,5,0.176932,0.176947,0.176932,0.18714,0,4750,4.2,331.8073,336.0073,0.176947,0.18714,0.18714,0.003,0.237005,0.237005,0.495411,39.1383,39.6337,0.0123863,1.03491,1.04729,39.9967,37.8182,0.176947,0.18714,0.18714,4.2,331.8073,4.2,331.8073,336.0073
4752,0,0.0710031,6986,2690,2691,1400,0.071003,40,1,5,4753,6987,2691,2690,1400,0.071003,40,1,5,0.106504,0.106513,0.106504,0.112649,0,4752,4.2,331.8073,336.0073,0.106513,0.112649,0.112649,0.003,0.237005,0.237005,0.298213,23.5593,23.8575,0.00745593,0.622962,0.630418,39.9967,37.8182,0.106513,0.112649,0.112649,4.2,331.8073,4.2,331.8073,336.0073
4754,0,0.189911,6990,2691,2692,1400,0.189911,40,1,5,4755,6991,2692,2691,1400,0.189911,40,1,5,0.284867,0.28489,0.284867,0.301301,0,4754,4.2,331.8073,336.0073,0.28489,0.301301,0.301301,0.003,0.237005,0.237005,0.797626,63.0138,63.8115,0.0199423,1.66623,1.68617,39.9967,37.8182,0.28489,0.301301,0.301301,4.2,331.8073,4.2,331.8073,336.0073
4756,0,0.121962,6996,2692,121,1400,0.121962,40,1,5,4757,6997,121,2692,1400,0.121962,40,1,5,0.182943,0.182958,0.182943,0.193497,0,4756,4.2,331.8073,336.0073,0.182958,0.193497,0.193497,0.003,0.237005,0.237005,0.51224,40.4679,40.9801,0.0128071,1.07006,1.08287,39.9967,37.8182,0.182958,0.193497,0.193497,4.2,331.8073,4.2,331.8073,336.0073
4758,1,0.124309,7006,2693,2694,4000,0.124309,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.124309,0.140314,,,1,4758,1619.0095,,1619.0095,0.140314,,0.140314,0.404752,,0.404752,201.2575,,201.2575,3.78616,,3.78616,53.1560,,0.140314,,0.140314,1619.0095,,1619.0095,,1619.0095
4759,1,0.30068,7007,2695,2114,4000,0.30068,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.30068,0.524972,,,1,4759,5222.5987,,5222.5987,0.524972,,0.524972,1.30565,,1.30565,1570.3310,,1570.3310,45.6953,,45.6953,34.3652,,0.524972,,0.524972,5222.5987,,5222.5987,,5222.5987
4760,1,0.0636998,7008,2696,2412,1400,0.0637,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.09555,0.127724,,,1,4760,1075.6290,,1075.6290,0.127724,,0.127724,0.768306,,0.768306,68.5176,,68.5176,2.28972,,2.28972,29.9239,,0.127724,,0.127724,1075.6290,,1075.6290,,1075.6290
4761,0,0.0700573,7009,2697,2698,1400,0.070057,40,1,5,4762,7010,2698,2697,1400,0.070057,40,1,5,0.105085,0.105085,0.105085,0.105085,0,4761,0.0000,0.0000,0.0000,0.105085,0.105085,0.105085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.105085,0.105085,0.105085,0.0000,0.0000,0.0000,0.0000,0.0000
4763,1,0.0783966,7013,2415,2699,1400,0.078397,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.117595,0.118548,,,1,4763,89.6200,,89.6200,0.118548,,0.118548,0.0640143,,0.0640143,7.02594,,7.02594,0.177071,,0.177071,39.6787,,0.118548,,0.118548,89.6200,,89.6200,,89.6200
4764,0,0.147988,7018,461,2698,1400,0.147988,40,1,5,4765,7019,2698,461,1400,0.147988,40,1,5,0.221982,0.221982,0.221982,0.221982,0,4764,0.0000,0.0000,0.0000,0.221982,0.221982,0.221982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.221982,0.221982,0.221982,0.0000,0.0000,0.0000,0.0000,0.0000
4766,0,0.115982,7024,2700,1425,1400,0.115982,40,1,5,4767,7025,1425,2700,1400,0.115982,40,1,5,0.173973,0.173973,0.173973,0.173973,0,4766,0.0000,0.0000,0.0000,0.173973,0.173973,0.173973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.173973,0.173973,0.173973,0.0000,0.0000,0.0000,0.0000,0.0000
4768,0,0.162934,7026,2700,2701,1400,0.162934,40,1,5,4769,7027,2701,2700,1400,0.162934,40,1,5,0.244401,0.244401,0.244401,0.244401,0,4768,0.0000,0.0000,0.0000,0.244401,0.244401,0.244401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.244401,0.244401,0.244401,0.0000,0.0000,0.0000,0.0000,0.0000
4770,1,0.0790763,7032,2702,2662,1400,0.079076,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.118614,0.177823,,,1,4770,1398.4603,,1398.4603,0.177823,,0.177823,0.9989,,0.9989,110.5846,,110.5846,4.14464,,4.14464,26.6813,,0.177823,,0.177823,1398.4603,,1398.4603,,1398.4603
4771,0,0.0399993,7035,2645,2703,1400,0.039999,40,1,5,4772,7036,2703,2645,1400,0.039999,40,1,5,0.0599985,0.0602687,0.0599985,0.0637575,0,4771,60.6000,350.5653,411.1653,0.0602687,0.0637575,0.0637575,0.0432857,0.250404,0.250404,2.42394,14.0223,16.4462,0.0608714,0.372519,0.433391,39.8207,37.6417,0.0602687,0.0637575,0.0637575,60.6000,350.5653,60.6000,350.5653,411.1653
4773,1,0.298362,7037,2704,2580,4000,0.298362,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.298362,0.523476,,,1,4773,5262.4307,,5262.4307,0.523476,,0.523476,1.31561,,1.31561,1570.1093,,1570.1093,45.9126,,45.9126,34.1978,,0.523476,,0.523476,5262.4307,,5262.4307,,5262.4307
4774,0,0.206402,7040,2495,130,1400,0.206402,40,1,5,4775,7041,130,2495,1400,0.206402,40,1,5,0.309603,0.309603,0.309603,0.365991,0,4774,0.0000,714.0603,714.0603,0.309603,0.365991,0.365991,0.0000,0.510043,0.510043,0.0000,147.3835,147.3835,0.0000,4.35566,4.35566,40.0000,33.8372,0.309603,0.365991,0.365991,0.0000,714.0603,0.0000,714.0603,714.0603
4776,0,0.128509,7044,1127,1125,1400,0.128509,40,1,5,4777,7045,1125,1127,1400,0.128509,40,1,5,0.192764,0.192764,0.192764,0.192764,0,4776,0.0000,0.0000,0.0000,0.192764,0.192764,0.192764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.192764,0.192764,0.192764,0.0000,0.0000,0.0000,0.0000,0.0000
4778,0,0.103593,7054,1112,498,4000,0.103593,60,2,3,4779,7055,498,1112,4000,0.103593,60,2,3,0.103593,0.107743,0.103593,0.167902,0,4778,743.4000,4620.7040,5364.1040,0.107743,0.167902,0.167902,0.18585,1.15518,1.15518,77.0110,478.6726,555.6836,1.33494,12.9304,14.2654,57.6890,37.0191,0.107743,0.167902,0.167902,743.4000,4620.7040,743.4000,4620.7040,5364.1040
4780,0,0.195358,7058,2487,2705,1400,0.195358,40,1,5,4781,7059,2705,2487,1400,0.195358,40,1,5,0.293037,0.294436,0.293037,0.389102,0,4780,63.0000,1056.6000,1119.6000,0.294436,0.389102,0.389102,0.045,0.754714,0.754714,12.3076,206.4153,218.7228,0.309157,6.85209,7.16125,39.8100,30.1244,0.294436,0.389102,0.389102,63.0000,1056.6000,63.0000,1056.6000,1119.6000
4782,0,0.0964647,7060,2705,2706,1400,0.096465,40,1,5,4783,7061,2706,2705,1400,0.096465,40,1,5,0.144697,0.145388,0.144697,0.192133,0,4782,63.0000,1056.6000,1119.6000,0.145388,0.192133,0.192133,0.045,0.754714,0.754714,6.07729,101.9249,108.0022,0.152658,3.38346,3.53612,39.8100,30.1244,0.145388,0.192133,0.192133,63.0000,1056.6000,63.0000,1056.6000,1119.6000
4784,0,0.111438,7064,2706,2707,1400,0.111438,40,1,5,4785,7065,2707,2706,1400,0.111438,40,1,5,0.167157,0.167955,0.167157,0.221955,0,4784,63.0000,1056.6000,1119.6000,0.167955,0.221955,0.221955,0.045,0.754714,0.754714,7.02059,117.7454,124.7660,0.176353,3.90864,4.08499,39.8100,30.1244,0.167955,0.221955,0.221955,63.0000,1056.6000,63.0000,1056.6000,1119.6000
4786,0,0.133818,7070,2707,1119,1400,0.133818,40,1,5,4787,7071,1119,2707,1400,0.133818,40,1,5,0.200727,0.201685,0.200727,0.266531,0,4786,63.0000,1056.6000,1119.6000,0.201685,0.266531,0.266531,0.045,0.754714,0.754714,8.43053,141.3921,149.8226,0.211769,4.6936,4.90537,39.8100,30.1244,0.201685,0.266531,0.266531,63.0000,1056.6000,63.0000,1056.6000,1119.6000
4788,0,0.106157,7078,1126,2708,1400,0.106157,40,1,5,4789,7079,2708,1126,1400,0.106157,40,1,5,0.159236,0.159236,0.159236,0.159236,0,4788,0.0000,0.0000,0.0000,0.159236,0.159236,0.159236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.159236,0.159236,0.159236,0.0000,0.0000,0.0000,0.0000,0.0000
4790,0,0.0805476,7082,2708,2709,1400,0.080548,40,1,5,4791,7083,2709,2708,1400,0.080548,40,1,5,0.120822,0.120822,0.120822,0.120822,0,4790,0.0000,0.0000,0.0000,0.120822,0.120822,0.120822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.120822,0.120822,0.120822,0.0000,0.0000,0.0000,0.0000,0.0000
4792,0,0.114121,7086,2709,2710,1400,0.114121,40,1,5,4793,7087,2710,2709,1400,0.114121,40,1,5,0.171181,0.171181,0.171181,0.171181,0,4792,0.0000,0.0000,0.0000,0.171181,0.171181,0.171181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.171181,0.171181,0.171181,0.0000,0.0000,0.0000,0.0000,0.0000
4794,0,0.160353,7088,2709,1128,1400,0.160353,40,1,5,4795,7089,1128,2709,1400,0.160353,40,1,5,0.240529,0.24053,0.240529,0.24053,0,4794,0.0000,0.0000,0.0000,0.24053,0.24053,0.24053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.24053,0.24053,0.24053,0.0000,0.0000,0.0000,0.0000,0.0000
4796,0,0.212362,7096,1128,2711,1400,0.212362,40,1,5,4797,7097,2711,1128,1400,0.212362,40,1,5,0.318543,0.31855,0.318543,0.31855,0,4796,1.8,1.8,3.6,0.31855,0.31855,0.31855,0.00128571,0.00128571,0.00128571,0.382252,0.382252,0.764503,0.00955651,0.00955651,0.019113,39.9991,39.9991,0.31855,0.31855,0.31855,1.8,1.8,1.8,1.8,3.6
4798,0,0.071059,7100,1355,2712,1400,0.071059,40,1,5,4799,7101,2712,1355,1400,0.071059,40,1,5,0.106589,0.107007,0.106589,0.134474,0,4798,55.2787,909.0709,964.3496,0.107007,0.134474,0.134474,0.0394848,0.649336,0.649336,3.92805,64.5977,68.5257,0.0985865,2.03745,2.13603,39.8437,31.7052,0.107007,0.134474,0.134474,55.2787,909.0709,55.2787,909.0709,964.3496
4800,0,0.0743504,7102,2454,2217,1400,0.07435,40,1,5,4801,7103,2217,2454,1400,0.07435,40,1,5,0.111525,0.169143,0.111525,0.114672,0,4800,1430.8921,205.9861,1636.8782,0.169143,0.114672,0.169143,1.02207,0.147133,1.02207,106.3868,15.3151,121.7019,4.03376,0.393681,4.42744,26.3741,38.9022,0.169143,0.114672,0.169143,1430.8921,205.9861,1430.8921,205.9861,1636.8782
4802,0,0.138174,7128,2262,2713,4000,0.138174,60,2,3,4803,7129,2713,2262,4000,0.138174,60,2,3,0.138174,0.190719,0.138174,0.142044,0,4802,3332.8456,585.6000,3918.4456,0.190719,0.142044,0.190719,0.833211,0.1464,0.833211,460.5126,80.9147,541.4273,10.5939,1.38635,11.9803,43.4695,58.3653,0.190719,0.142044,0.190719,3332.8456,585.6000,3332.8456,585.6000,3918.4456
4804,0,0.137716,7130,2262,2714,4000,0.137716,60,2,3,4805,7131,2714,2262,4000,0.137716,60,2,3,0.137716,0.140698,0.137716,0.198425,0,4804,493.2577,3677.8252,4171.0830,0.140698,0.198425,0.198425,0.123314,0.919456,0.919456,67.9295,506.4954,574.4248,1.15667,12.1629,13.3195,58.7284,41.6428,0.140698,0.198425,0.198425,493.2577,3677.8252,493.2577,3677.8252,4171.0830
4806,0,0.0690134,7134,503,2715,1400,0.069013,40,1,5,4807,7135,2715,503,1400,0.069013,40,1,5,0.10352,0.194889,0.10352,0.111251,0,4806,2044.8841,394.1423,2439.0263,0.194889,0.111251,0.194889,1.46063,0.28153,1.46063,141.1236,27.2009,168.3245,6.6421,0.730814,7.37292,21.2468,37.2201,0.194889,0.111251,0.194889,2044.8841,394.1423,2044.8841,394.1423,2439.0263
4808,0,0.191754,7138,783,2716,1400,0.191754,40,1,5,4809,7139,2716,783,1400,0.191754,40,1,5,0.287631,0.438123,0.287631,0.289308,0,4808,1443.0000,72.0000,1515.0000,0.438123,0.289308,0.438123,1.03071,0.0514286,1.03071,276.7010,13.8063,290.5073,10.5369,0.34717,10.8840,26.2603,39.7681,0.438123,0.289308,0.438123,1443.0000,72.0000,1443.0000,72.0000,1515.0000
4810,0,0.172491,7144,1798,129,1400,0.172491,40,1,5,4811,7145,129,1798,1400,0.172491,40,1,5,0.258736,0.30586,0.258736,0.259243,0,4810,714.0603,34.8000,748.8603,0.30586,0.259243,0.30586,0.510043,0.0248571,0.510043,123.1690,6.00269,129.1717,3.64004,0.150361,3.7904,33.8372,39.9218,0.30586,0.259243,0.30586,714.0603,34.8000,714.0603,34.8000,748.8603
4812,0,0.111207,7150,1830,1519,1400,0.111207,40,1,4,4813,7151,1519,1830,1400,0.111207,40,1,4,0.166811,0.176913,0.166811,0.17303,0,4812,342.7276,248.0300,590.7576,0.176913,0.17303,0.176913,0.244805,0.177164,0.244805,38.1137,27.5827,65.6964,1.01055,0.715277,1.72583,37.7158,38.5622,0.176913,0.17303,0.176913,342.7276,248.0300,342.7276,248.0300,590.7576
4815,0,0.506785,7159,2127,2717,1400,0.506785,40,1,5,4816,7160,2717,2127,1400,0.506785,40,1,5,0.760178,0.760318,0.760178,0.775374,0,4815,7.2,163.6934,170.8934,0.760318,0.775374,0.775374,0.00514286,0.116924,0.116924,3.64885,82.9574,86.6062,0.0912381,2.11539,2.20663,39.9926,39.2160,0.760318,0.775374,0.775374,7.2,163.6934,7.2,163.6934,170.8934
4817,0,0.132947,7163,2717,2718,1400,0.132947,40,1,5,4818,7164,2718,2717,1400,0.132947,40,1,5,0.199421,0.199457,0.199421,0.203407,0,4817,7.2,163.6934,170.8934,0.199457,0.203407,0.203407,0.00514286,0.116924,0.116924,0.957218,21.7625,22.7198,0.0239349,0.55494,0.578875,39.9926,39.2161,0.199457,0.203407,0.203407,7.2,163.6934,7.2,163.6934,170.8934
4819,0,0.0747371,7167,2719,2720,1400,0.074737,40,1,5,4820,7168,2720,2719,1400,0.074737,40,1,5,0.112105,0.138352,0.112105,0.112183,0,4819,844.2000,17.4000,861.6000,0.138352,0.112183,0.138352,0.603,0.0124286,0.603,63.0930,1.30042,64.3934,1.94661,0.0325331,1.97915,32.4117,39.9723,0.138352,0.112183,0.138352,844.2000,17.4000,844.2000,17.4000,861.6000
4821,0,0.0742943,7169,2719,2721,1400,0.074294,40,1,5,4822,7170,2721,2719,1400,0.074294,40,1,5,0.111441,0.111441,0.111441,0.111441,0,4821,0.0000,0.0000,0.0000,0.111441,0.111441,0.111441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0000,40.0000,0.111441,0.111441,0.111441,0.0000,0.0000,0.0000,0.0000,0.0000
4823,1,0.0716499,7171,2652,2695,4000,0.07165,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.07165,0.125097,,,1,4823,5222.5987,,5222.5987,0.125097,,0.125097,1.30565,,1.30565,374.1992,,374.1992,10.8889,,10.8889,34.3652,,0.125097,,0.125097,5222.5987,,5222.5987,,5222.5987
4824,0,0.615113,7172,2312,2638,1400,0.615113,40,1,4,4825,7173,2638,2312,1400,0.615113,40,1,4,0.92267,1.046,0.92267,0.923121,0,4824,580.9886,13.8000,594.7886,1.046,0.923121,1.046,0.414992,0.00985714,0.414992,357.3736,8.48856,365.8622,10.1286,0.212318,10.3409,35.2837,39.9804,1.046,0.923121,1.046,580.9886,13.8000,580.9886,13.8000,594.7886
4826,1,0.414024,7176,2117,310,1400,0.414024,40,1,5,,-1,-1,-1,-1,,-1,-1,-1,0.621036,0.626446,,,1,4826,94.0878,,94.0878,0.626446,,0.626446,0.0672056,,0.0672056,38.9546,,38.9546,0.982349,,0.982349,39.6546,,0.626446,,0.626446,94.0878,,94.0878,,94.0878
4827,0,0.092325,7177,234,179,1400,0.092325,40,1,5,4828,7178,179,234,1400,0.092325,40,1,5,0.138488,0.138516,0.138488,0.138488,0,4827,7.8,0.0000,7.8,0.138516,0.138488,0.138516,0.00557143,0.0000,0.00557143,0.720135,0.0000,0.720135,0.0180071,0.0000,0.0180071,39.9917,40.0000,0.138516,0.138488,0.138516,7.8,0.0000,7.8,0.0000,7.8
4829,0,0.08534,7183,1870,2722,1400,0.08534,40,1,5,4830,7184,2722,1870,1400,0.08534,40,1,5,0.12801,0.12863,0.12801,0.197794,0,4829,63.6000,1483.0555,1546.6555,0.12863,0.197794,0.197794,0.0454286,1.05933,1.05933,5.42762,126.5640,131.9916,0.136348,4.889,5.02535,39.8073,25.8875,0.12863,0.197794,0.197794,63.6000,1483.0555,63.6000,1483.0555,1546.6555
4831,1,0.188971,7185,2723,467,4000,0.188971,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.188971,0.254653,,,1,4831,3138.9297,,3138.9297,0.254653,,0.254653,0.784732,,0.784732,593.1667,,593.1667,13.3223,,13.3223,44.5243,,0.254653,,0.254653,3138.9297,,3138.9297,,3138.9297
4832,1,0.04459,7186,2271,2723,4000,0.04459,60,2,3,,-1,-1,-1,-1,,-1,-1,-1,0.04459,0.0600885,,,1,4832,3138.9297,,3138.9297,0.0600885,,0.0600885,0.784732,,0.784732,139.9649,,139.9649,3.14356,,3.14356,44.5243,,0.0600885,,0.0600885,3138.9297,,3138.9297,,3138.9297
4833,1,0.110319,7187,2724,301,1400,0.110319,40,1,4,,-1,-1,-1,-1,,-1,-1,-1,0.165479,0.16565,,,1,4833,22.8000,,22.8000,0.16565,,0.16565,0.0162857,,0.0162857,2.51527,,2.51527,0.0629472,,0.0629472,39.9585,,0.16565,,0.16565,22.8000,,22.8000,,22.8000
